DP05_0024PE,DP05_0018E,DP03_0066PE,DP02_0061PE,DP03_0009PE,DP03_0033PE,DP03_0028PE,DP05_0070PE,DP04_0076E,DP05_0003PE,DP03_0010PE,DP03_0099PE,DP04_0047PE,DP04_0134E,DP04_0014PE,DP04_0003PE,DP03_0119PE,DP03_0061PE,DP03_0088E,DP02_0115PE,DP04_0058PE,DP05_0044PE,DP05_0038PE,DP05_0039PE,DP03_0062E,state,county,tract
9.2,33.2,28.2,2.8,3.1,0.0,7.8,6.0,1785,49.4,2185,5.6,10.3,2525,3.3,1.2,2.3,26.4,52452,2.1,1.9,0.0,3.8,0.9,147589,48,397,040202
11.2,31.8,17.8,0.0,0.5,0.0,7.4,15.0,783,47.4,819,14.7,0.0,-666666666,0.0,6.8,4.0,33.8,65089,0.5,0.0,0.0,14.6,0.0,140781,48,397,040203
14.8,43.8,23.5,7.4,2.2,0.9,20.7,14.4,1872,51.9,2621,16.0,21.5,2066,0.0,0.0,11.7,13.0,41829,4.5,0.4,0.0,12.9,0.9,109853,48,397,040301
39.1,53.4,50.2,1.0,8.8,0.0,4.9,0.8,1355,52.7,1482,5.3,12.6,-666666666,0.0,9.1,2.7,17.0,61356,0.4,2.1,0.0,0.8,0.0,112698,48,397,040303
9.1,33.5,17.9,3.1,2.7,0.0,10.6,14.6,1454,45.0,1198,13.6,86.5,1568,0.0,6.3,11.7,4.8,41152,10.3,6.3,0.0,13.1,6.5,64079,48,397,040304
15.0,37.5,28.8,1.4,10.0,0.0,5.8,9.6,1624,48.6,1477,7.0,61.5,1741,0.0,0.0,6.3,20.6,48419,3.8,2.8,0.0,9.3,0.1,86300,48,397,040305
9.1,29.7,18.0,9.3,3.6,0.0,7.0,2.6,1289,48.3,1241,14.8,18.9,1565,1.9,2.3,6.4,7.1,40831,8.0,8.5,0.0,2.6,0.1,118171,48,397,040403
8.7,35.4,12.3,6.4,0.6,0.0,10.7,22.1,1061,56.8,1256,11.4,15.3,1225,10.4,11.4,9.1,19.3,43010,16.5,0.0,0.0,20.8,0.8,115884,48,397,040404
8.6,28.4,22.9,8.1,10.6,0.0,15.8,5.6,987,54.0,1358,12.0,14.6,2617,0.0,7.1,5.3,3.2,30857,11.8,3.0,0.0,4.4,0.0,117257,48,397,040405
6.4,31.0,18.4,2.0,7.9,0.0,14.4,10.1,1167,49.2,1388,16.8,19.4,2250,0.0,7.8,0.0,14.4,39122,3.2,0.0,0.0,6.9,0.0,127721,48,397,040406
6.3,30.1,16.7,1.5,7.3,0.0,14.3,12.3,1048,38.2,1032,2.3,1.0,-666666666,0.0,11.7,2.3,49.1,49264,0.4,1.1,0.0,11.6,0.0,194375,48,397,040407
5.3,31.8,16.1,2.4,1.8,1.4,16.5,14.2,1090,49.0,1160,11.7,7.9,2884,0.6,0.0,1.6,8.9,40264,1.5,3.5,0.0,14.2,0.0,116250,48,397,040408
8.5,38.4,21.4,4.2,6.7,0.0,16.2,10.5,1390,49.7,1814,5.2,16.6,2486,3.9,4.5,4.4,13.9,38276,6.7,0.0,0.0,9.0,0.5,125667,48,397,040409
4.5,32.1,12.6,4.2,3.2,0.0,18.3,6.2,1434,52.9,1617,9.3,13.8,2160,22.4,2.7,1.7,8.8,36490,4.9,0.0,0.0,6.2,0.0,96867,48,397,040410
8.6,34.0,18.9,1.8,0.3,0.0,11.7,18.4,1098,50.1,986,13.8,3.4,2318,6.2,5.6,1.3,23.3,50005,2.2,0.0,0.0,18.4,0.0,140188,48,397,040411
5.6,34.2,16.4,2.7,0.9,0.0,18.9,3.8,566,55.9,618,7.7,1.4,-666666666,6.1,4.6,1.6,12.0,43988,4.6,0.0,0.0,3.8,0.0,109124,48,397,040412
11.7,33.9,23.4,4.0,7.7,0.0,21.3,10.5,1971,48.1,2584,22.1,22.3,1962,8.4,11.5,7.3,9.4,31258,9.4,2.3,0.0,9.1,1.0,77922,48,397,040503
15.1,48.6,27.4,0.7,4.7,2.0,12.5,2.6,1774,49.1,2231,2.8,0.7,-666666666,0.5,2.0,2.8,52.1,81550,1.7,0.6,0.0,0.9,0.0,212273,48,397,040507
9.7,39.6,30.2,4.4,2.7,0.7,8.5,5.1,1166,47.1,1181,5.6,0.0,-666666666,1.4,5.8,2.5,57.3,129053,1.7,0.0,0.0,5.1,3.3,219688,48,397,040508
9.9,36.1,24.4,4.1,0.9,0.0,14.5,16.1,868,53.5,1250,10.3,0.8,-666666666,0.0,0.0,0.0,50.1,59570,2.4,0.0,0.0,11.4,0.5,200313,48,397,040509
25.6,48.7,42.9,1.8,1.0,0.6,7.8,3.6,2288,54.2,2491,3.1,34.8,1806,0.0,2.6,1.4,25.8,69903,1.8,2.8,0.0,3.6,0.0,94375,48,397,040510
15.5,44.0,37.7,0.4,2.4,0.0,10.5,0.8,1146,51.5,1333,3.8,6.5,3501,2.5,0.0,0.0,43.3,83326,0.0,4.1,0.0,0.0,1.2,173854,48,397,040511
6.5,34.3,11.1,1.1,5.1,0.0,11.0,11.3,1574,53.2,1797,9.6,23.3,2294,0.0,1.8,5.1,8.4,38548,8.6,0.0,0.0,10.1,0.8,114853,48,397,040512
10.1,41.8,19.7,2.4,0.2,1.1,8.9,25.6,1720,53.6,2314,4.7,3.8,2233,7.4,2.7,0.0,28.8,63494,5.4,1.8,0.0,25.2,1.3,165383,48,397,040513
11.0,41.6,21.4,0.9,6.8,2.6,9.8,11.9,1196,47.0,1141,11.5,2.1,-666666666,9.0,1.5,6.3,27.4,57772,3.5,2.8,0.0,11.9,0.0,142019,48,397,040514
34.0,56.2,50.3,1.0,0.0,16.7,12.0,5.4,511,51.6,492,7.9,12.7,894,9.6,34.0,6.0,9.2,43913,5.2,4.5,0.0,3.2,0.0,69926,48,399,950100
15.3,36.0,36.8,11.4,3.9,19.3,22.0,3.3,786,58.3,890,18.1,37.5,734,2.4,27.0,16.6,2.4,23123,6.3,6.6,0.0,1.6,0.1,44412,48,399,950200
20.6,40.1,38.0,6.9,1.6,15.0,15.4,2.1,743,42.4,587,11.6,21.0,744,11.9,16.0,6.7,6.5,35498,7.7,1.9,0.0,0.5,0.0,69471,48,399,950500
20.6,41.8,31.1,9.0,6.6,11.4,18.3,8.3,1760,48.4,1814,16.7,25.4,934,4.7,21.9,8.0,5.2,30619,1.4,2.0,0.0,4.6,0.8,64399,48,399,950600
13.4,32.5,31.4,7.1,2.8,11.5,12.6,21.1,1149,52.8,1239,11.4,25.4,928,30.6,16.6,15.0,4.4,31541,2.5,1.8,0.0,14.6,0.0,80750,48,401,950101
28.5,54.4,45.6,2.0,0.0,5.6,8.7,9.9,1273,47.7,1265,11.5,10.9,1058,18.2,15.6,6.9,20.1,96687,0.1,0.0,0.0,9.9,0.0,98472,48,401,950102
20.9,40.4,37.8,4.9,3.6,17.5,23.4,6.0,1088,48.6,940,15.3,11.8,618,24.7,21.1,8.3,6.4,38601,3.4,2.2,0.0,6.0,1.4,71688,48,401,950200
17.9,30.4,37.6,11.0,2.3,6.1,13.3,15.8,2294,56.0,2502,11.8,18.0,1152,19.4,11.7,16.7,3.0,26042,4.2,2.7,0.0,10.8,0.0,65465,48,401,950300
18.2,38.9,44.7,12.3,3.2,8.8,16.9,12.2,1583,43.3,1867,14.9,20.8,855,12.6,18.8,9.5,3.5,24711,0.8,7.2,0.0,9.8,0.8,56222,48,401,950400
15.9,45.5,37.0,8.9,1.9,7.6,13.7,6.2,1997,50.1,2182,17.9,18.2,639,18.0,3.0,7.4,14.2,39379,7.5,0.0,0.0,4.7,0.0,79976,48,401,950501
8.2,36.9,27.9,21.2,2.5,10.2,20.0,18.7,815,27.2,841,20.7,5.8,-666666666,35.1,16.0,5.1,13.5,27634,4.1,5.0,0.0,18.5,0.0,82159,48,401,950502
16.6,42.3,35.3,3.7,7.1,10.4,19.9,2.0,848,50.6,910,10.7,9.3,-666666666,13.4,8.2,6.3,8.7,36301,1.6,0.8,0.0,1.8,0.0,69048,48,401,950600
12.1,37.3,31.0,16.0,6.5,1.5,23.8,33.3,932,35.0,1511,9.3,42.4,958,0.0,26.3,9.7,0.9,16517,5.4,6.8,0.0,28.0,0.1,57973,48,401,950700
20.4,34.8,35.3,2.2,4.0,2.4,20.3,22.4,1807,50.1,1851,13.5,32.4,1101,1.5,10.3,6.5,4.3,38132,2.8,6.6,0.0,19.5,0.0,54617,48,401,950800
18.8,39.5,38.6,8.8,3.6,1.3,17.3,7.2,1286,53.0,1395,10.2,28.3,853,5.4,15.0,11.9,5.3,27924,8.0,8.7,0.0,5.8,0.0,46894,48,401,950900
11.7,33.5,28.3,12.6,9.0,6.8,20.8,8.3,784,44.4,893,25.2,10.1,722,32.5,19.0,11.8,1.5,23508,14.2,3.6,0.0,8.3,0.0,65000,48,401,951000
21.8,49.8,47.2,11.0,5.7,3.0,23.2,23.2,1072,45.9,1045,7.9,8.9,1004,27.9,28.1,11.1,7.1,32263,3.1,4.2,0.0,20.8,0.4,50667,48,401,951100
18.9,39.6,45.7,6.4,6.2,6.1,12.0,23.9,1035,52.4,1141,18.7,27.1,1163,30.8,16.8,14.5,3.8,29670,0.9,7.1,0.0,20.4,0.2,54315,48,401,951200
28.7,58.1,51.6,11.4,9.4,6.1,37.8,2.9,942,48.7,860,17.1,9.7,719,42.7,48.1,15.9,11.8,52522,0.0,1.1,0.0,1.4,0.0,58750,48,403,950100
22.8,46.4,48.2,7.0,4.5,2.6,11.1,5.4,1425,53.0,1365,17.5,16.4,600,31.9,26.0,9.4,3.2,31231,0.3,6.4,0.0,3.9,0.1,62891,48,403,950200
35.3,56.4,53.0,5.7,8.1,13.4,20.5,9.6,2102,47.9,2022,10.3,15.3,888,36.1,46.5,6.4,6.5,36804,0.4,3.7,0.0,6.6,1.8,61397,48,403,950300
17.9,40.8,37.2,13.8,1.1,11.4,9.2,15.7,1178,50.9,1268,19.8,17.7,-666666666,43.4,27.7,21.7,3.3,27976,3.5,5.8,0.0,15.2,2.0,49267,48,405,950100
33.0,52.5,59.0,16.0,10.7,3.6,41.2,49.9,1012,58.5,1228,18.9,43.9,830,11.8,22.8,14.1,0.8,19677,4.5,24.2,0.0,49.9,0.5,35256,48,405,950200
32.2,55.4,62.3,11.0,21.0,2.6,10.2,0.0,827,46.1,933,21.5,13.2,714,43.1,55.5,14.6,6.9,30193,0.9,1.0,0.0,0.0,0.0,62644,48,405,950300
9.6,41.4,33.9,11.0,4.7,0.0,19.4,16.6,881,54.1,1184,20.5,6.7,-666666666,24.4,24.2,4.6,2.0,25756,11.6,0.0,0.0,16.2,0.0,86632,48,407,200103
10.8,34.9,38.5,8.0,9.1,0.4,17.6,14.7,1175,47.6,1396,20.1,28.3,642,33.0,29.7,15.4,5.4,24980,3.9,7.7,0.0,14.1,1.5,68859,48,407,200104
12.8,37.3,31.2,6.7,0.0,4.8,26.9,5.7,1316,50.1,1467,24.0,18.1,1107,35.4,22.2,21.4,6.6,24610,19.5,0.0,0.0,4.3,0.0,50063,48,407,200105
12.6,34.7,33.0,10.0,4.0,2.8,12.8,1.9,1538,53.9,1959,35.0,14.2,1268,13.6,12.1,27.1,0.7,24013,10.9,4.0,0.0,1.2,3.0,66540,48,407,200106
37.7,50.8,64.1,9.8,9.0,0.0,7.3,8.0,1184,41.6,1087,10.8,0.0,-666666666,24.7,18.7,1.6,3.4,47537,0.0,1.0,0.0,3.4,0.0,80238,48,407,200107
26.3,50.8,41.8,9.1,12.8,1.5,19.6,18.3,1528,58.2,1791,10.7,26.3,941,16.2,40.1,9.9,3.4,27461,1.1,6.0,0.0,14.8,0.0,49179,48,407,200201
22.3,46.9,52.3,18.5,1.6,2.4,33.3,0.0,587,46.2,497,7.9,1.2,-666666666,23.7,35.7,0.0,3.7,35165,2.0,0.0,0.0,0.0,0.0,68162,48,407,200202
33.7,59.5,63.3,1.3,14.2,9.9,13.8,16.9,1206,46.2,1101,11.3,12.8,833,19.6,35.6,11.8,14.1,44864,0.2,6.5,0.0,12.5,0.0,56750,48,407,200301
43.7,60.9,53.1,7.3,5.8,1.1,18.3,9.7,1065,48.7,918,15.6,23.3,1018,21.0,24.9,18.3,2.4,30981,6.9,6.7,0.0,8.6,0.0,47440,48,407,200302
16.5,34.8,31.0,4.6,2.7,1.8,22.0,1.2,1157,52.3,1216,16.9,33.3,1163,0.0,38.2,13.4,11.1,42396,5.7,4.7,0.0,0.1,1.3,84856,48,409,010201
22.6,43.6,41.3,9.1,2.5,8.1,26.3,14.9,1840,47.6,1936,17.3,43.0,1417,23.5,21.1,12.9,2.3,25295,6.2,10.9,0.0,5.5,0.9,56773,48,409,010202
12.3,35.8,26.5,12.3,1.0,2.4,19.2,3.1,2019,49.9,1949,19.3,48.1,1187,6.6,18.8,4.1,7.8,34199,4.2,7.7,0.0,3.1,0.0,57663,48,409,010301
12.0,41.3,32.3,3.8,0.9,7.8,16.5,1.3,1860,44.7,1795,22.4,17.2,1619,2.9,12.3,5.8,6.1,35595,5.2,3.3,0.0,0.5,0.0,89512,48,409,010302
15.6,28.4,40.1,17.3,8.2,6.0,29.6,0.7,608,52.2,818,24.5,40.6,868,2.1,10.9,36.5,1.5,18799,6.2,10.7,0.0,0.4,0.9,35750,48,409,010500
11.8,34.6,22.4,8.4,4.4,2.1,23.4,1.3,2454,48.5,2452,25.8,43.3,1295,0.8,14.0,11.3,14.3,41222,10.5,5.1,0.0,1.0,0.9,68600,48,409,010601
15.3,36.8,33.2,11.4,2.5,5.6,25.7,2.1,1473,53.5,1883,19.7,46.6,1518,0.0,14.9,0.0,1.6,32584,4.7,1.7,0.0,2.1,0.0,72393,48,409,010602
20.5,43.1,34.0,1.7,2.1,10.1,9.8,2.7,1380,49.0,1238,5.4,39.4,1805,0.0,15.4,1.4,28.3,53914,1.7,9.1,0.0,2.7,1.2,103611,48,409,010603
15.5,38.5,35.8,5.0,1.5,7.4,8.8,3.8,1019,42.5,1051,21.6,9.7,1802,1.2,9.2,10.7,6.6,35108,2.9,0.0,0.0,3.0,0.1,91141,48,409,010604
13.0,33.5,29.2,2.7,1.8,5.5,12.4,2.1,1645,49.9,1820,12.8,20.6,2183,16.9,15.8,7.0,9.0,35400,2.1,0.9,0.0,0.6,0.4,90855,48,409,010700
16.2,32.8,46.9,17.5,8.4,3.5,24.0,1.1,1338,50.8,1568,15.1,37.5,1091,10.2,24.7,15.6,2.5,22000,6.6,10.9,0.0,1.1,0.3,65278,48,409,010800
14.2,35.1,31.5,7.2,8.4,7.6,15.3,0.2,1821,49.6,2282,16.1,24.8,1373,32.8,17.4,16.1,6.9,28887,5.0,2.9,0.0,0.2,0.0,63860,48,409,010900
12.9,33.7,28.1,13.3,7.8,10.5,26.7,4.3,2002,46.2,2231,16.5,40.1,863,4.5,14.6,17.2,0.9,20758,9.3,5.8,0.0,2.6,0.5,47689,48,409,011000
12.3,39.7,38.0,6.7,5.8,1.9,27.3,0.8,779,52.3,1054,20.1,33.5,748,6.5,10.8,9.5,2.2,25771,4.5,8.1,0.0,0.8,0.8,70924,48,409,011100
22.7,47.9,54.0,4.6,5.0,11.0,12.2,0.8,1314,53.2,1463,14.3,10.9,973,27.6,30.1,9.6,6.4,37896,2.5,4.3,0.0,0.2,0.6,51250,48,409,011200
18.3,36.8,57.6,15.3,9.5,9.6,42.0,1.1,1787,47.4,1567,20.3,35.6,570,6.6,14.6,30.8,3.5,19141,8.6,22.2,0.0,0.7,0.0,31130,48,409,011300
20.2,35.8,33.9,7.3,3.0,15.5,16.5,1.0,1133,46.4,963,35.1,34.5,867,4.8,15.3,15.1,1.7,26068,15.2,4.7,0.0,0.4,0.0,49558,48,411,950100
24.6,46.4,52.6,9.3,2.8,15.5,25.6,8.9,962,48.0,1268,14.9,27.0,1150,15.6,36.3,7.7,8.9,33361,4.3,1.5,0.0,4.4,0.7,62050,48,411,950200
21.4,39.8,46.9,10.2,5.3,26.3,7.0,0.7,919,52.5,954,25.3,12.4,627,10.0,28.8,8.6,1.6,33900,7.2,3.8,0.0,0.7,0.0,90141,48,413,950300
11.7,36.9,32.6,10.8,2.5,21.6,32.1,7.1,1008,35.5,1101,17.4,11.4,875,20.2,24.6,15.3,3.3,17312,13.2,4.0,0.0,5.4,0.4,50543,48,415,950100
17.8,47.5,33.7,10.2,0.4,17.5,25.0,0.6,415,47.3,399,18.7,7.0,875,4.3,25.0,0.0,11.8,44376,3.6,1.4,0.0,0.1,0.0,103125,48,415,950200
19.9,39.0,30.2,2.1,2.6,22.8,20.8,2.0,2653,49.4,2330,11.8,22.4,1062,0.0,4.5,4.2,9.1,43529,0.9,2.7,0.0,0.4,0.0,77844,48,415,950300
13.3,29.5,29.4,9.7,1.6,10.7,16.7,3.3,1855,53.0,2018,28.2,33.5,814,2.8,16.7,9.1,5.6,24854,7.2,4.5,0.1,3.2,4.0,49612,48,415,950600
20.2,43.9,33.0,6.7,6.1,22.1,11.8,1.5,1329,51.7,1323,13.6,18.1,485,10.3,15.5,8.2,5.2,34010,0.6,6.3,0.0,1.2,0.3,64659,48,417,950300
14.2,40.3,29.1,11.3,2.2,14.8,24.9,14.4,1919,49.4,1829,22.8,28.9,767,43.1,22.5,22.2,5.3,25559,4.7,14.3,0.0,13.7,0.0,41660,48,419,950100
17.3,37.0,41.0,6.5,2.6,8.4,16.5,18.2,1300,51.9,1412,16.3,30.3,884,38.1,25.4,18.1,5.5,27945,2.0,10.7,0.0,16.7,0.0,49500,48,419,950200
18.3,38.0,33.8,11.5,2.3,7.6,16.4,7.7,1553,49.8,1490,25.1,15.6,646,33.1,10.9,11.0,7.1,29563,14.1,0.8,0.0,7.2,2.6,65912,48,419,950300
21.7,48.5,45.2,9.1,10.6,0.0,14.5,38.7,1130,50.2,1315,17.7,27.7,1112,16.1,13.5,31.5,8.8,33027,1.0,0.9,0.0,37.6,1.5,55486,48,419,950401
11.3,25.6,29.1,8.7,1.8,6.1,14.4,20.1,879,47.2,837,16.1,52.1,843,15.9,19.8,19.6,5.5,24570,11.7,14.4,0.0,20.1,0.0,48398,48,419,950402
19.9,42.3,41.1,5.3,4.5,7.4,24.5,3.7,1206,48.0,1195,19.7,12.3,1166,29.4,13.9,10.4,5.5,28556,0.5,2.7,0.0,3.6,4.8,53017,48,419,950500
23.4,42.9,44.7,11.4,6.3,22.2,12.0,14.8,1190,52.2,1262,13.6,15.5,934,33.0,32.5,23.0,2.8,29321,4.3,3.9,0.0,14.8,0.1,47639,48,419,950600
16.4,36.5,28.6,9.2,3.2,30.6,7.1,0.4,842,50.2,1008,15.3,25.5,881,5.1,24.6,6.8,10.8,52788,15.9,0.4,0.0,0.2,0.0,74167,48,421,950200
9.5,31.9,26.2,13.6,3.4,11.2,15.0,41.7,1973,51.1,2621,23.5,32.0,784,4.5,14.8,18.5,1.6,21093,13.1,3.6,0.0,38.7,1.2,59564,48,423,000100
13.9,26.8,25.9,9.0,2.5,0.0,31.6,75.8,1315,62.6,1908,17.2,47.0,806,2.6,19.2,18.0,1.8,22078,7.3,13.8,0.0,74.7,0.0,54250,48,423,000201
12.5,35.5,26.6,7.9,12.5,11.9,26.9,46.5,890,48.3,954,31.7,43.8,1171,0.0,17.8,14.2,2.5,28176,30.7,11.5,0.0,40.2,3.4,48494,48,423,000202
11.0,28.2,27.3,17.8,4.8,0.9,27.4,10.5,1866,48.2,2428,38.0,35.0,864,6.2,17.1,20.2,0.5,16790,36.0,11.3,0.0,10.0,3.6,50597,48,423,000300
12.2,32.3,32.0,14.4,6.2,2.1,37.5,32.6,618,56.9,893,25.0,25.6,1076,2.0,32.6,10.7,3.6,21130,35.2,6.3,0.0,31.4,0.0,44276,48,423,000400
7.8,37.8,18.7,16.9,16.3,0.0,36.6,33.7,577,34.8,939,29.9,77.1,948,1.0,35.5,16.9,0.0,16445,15.5,4.7,0.0,32.4,0.3,43039,48,423,000500
10.2,35.1,21.2,14.5,9.1,0.8,12.1,19.4,593,57.2,899,50.5,49.1,898,0.0,20.5,15.3,7.4,21953,36.2,7.6,0.0,19.4,0.0,56947,48,423,000600
17.3,32.6,34.4,10.7,7.9,0.4,26.6,57.8,1409,56.6,2082,19.2,58.1,1031,0.0,27.1,19.2,0.0,19781,14.9,14.5,0.0,53.9,0.1,41921,48,423,000700
18.7,44.0,29.4,8.5,2.9,3.6,25.0,23.8,2350,49.5,2509,23.3,48.3,954,2.4,12.8,9.1,6.8,29524,10.0,9.7,0.0,22.3,0.4,44365,48,423,000800
12.0,24.0,30.8,5.8,6.1,0.6,32.1,34.3,1190,53.7,2385,20.3,59.8,1116,1.0,17.9,11.2,1.3,17067,13.1,16.2,0.0,28.1,0.1,53140,48,423,000900
22.5,44.9,37.4,10.6,3.4,2.3,18.9,14.9,1973,50.6,2181,16.3,13.5,1178,0.5,16.8,7.0,5.5,31854,19.6,2.0,0.0,14.7,1.4,59456,48,423,001000
19.4,38.9,37.6,1.5,8.2,0.6,8.4,6.3,1628,55.2,1850,10.9,29.6,1276,0.0,9.4,6.0,9.2,41666,1.7,2.6,0.0,5.8,0.0,80962,48,423,001101
13.7,33.5,25.9,1.3,2.0,2.8,15.1,5.2,908,50.8,1114,9.1,22.5,1574,1.5,10.7,2.7,16.6,36996,2.4,0.4,0.0,5.1,0.0,90714,48,423,001102
19.2,33.0,33.1,1.7,4.8,1.7,11.5,22.2,1243,52.8,1352,13.9,44.5,1208,0.0,16.7,4.9,6.9,37055,1.0,0.5,0.0,21.2,0.0,58173,48,423,001200
12.1,36.8,28.3,5.5,2.3,0.9,24.5,11.1,842,56.6,1213,25.6,46.3,1250,1.5,19.7,11.0,0.0,28428,4.7,3.3,0.0,10.3,7.3,82614,48,423,001300
12.2,33.9,29.4,3.8,1.7,2.6,18.1,6.4,2665,53.5,3553,28.4,16.4,1311,16.8,19.3,0.8,22.5,38470,3.5,3.8,0.0,6.4,0.0,105024,48,423,001404
25.9,44.2,51.5,11.6,6.1,1.9,14.7,10.0,997,46.3,1303,13.6,8.4,1274,20.9,24.7,11.4,10.0,36323,1.0,0.9,0.0,5.4,0.3,77240,48,423,001405
31.8,57.0,54.0,1.0,2.8,0.9,9.0,0.7,2289,54.9,2622,4.3,10.1,1532,6.2,19.9,3.3,11.2,47840,4.0,0.7,0.0,0.7,0.1,90405,48,423,001406
16.1,41.5,26.0,14.6,2.3,5.2,21.8,8.1,1901,50.9,2201,17.0,27.8,1289,8.0,13.8,10.8,4.3,36901,4.6,2.9,0.0,6.5,0.2,80080,48,423,001407
12.9,34.2,29.5,2.5,3.6,10.5,5.3,5.4,928,58.7,1474,12.4,17.2,993,15.2,19.7,0.0,7.2,35341,3.7,0.5,0.0,5.2,0.0,70484,48,423,001408
15.7,38.1,28.7,10.7,4.5,6.2,7.2,9.7,711,43.3,620,11.9,4.9,-666666666,28.1,17.0,3.5,8.7,46055,1.2,0.8,0.0,8.2,0.0,57969,48,423,001501
23.2,41.9,44.9,9.0,5.8,1.7,22.5,16.9,1389,55.4,1952,22.2,21.7,1267,25.1,19.8,8.2,5.5,29435,2.9,7.2,0.0,15.4,0.0,61952,48,423,001502
21.2,49.5,27.6,11.8,0.2,4.1,12.0,29.6,1700,59.1,1867,21.2,34.5,1234,19.0,33.4,7.6,10.6,55922,14.9,5.8,0.0,23.0,0.1,73074,48,423,001602
13.1,34.7,32.5,8.6,0.0,0.0,15.0,10.6,891,39.3,767,29.9,32.7,897,33.6,18.7,24.0,3.5,26909,16.4,0.0,0.0,10.6,0.0,58604,48,423,001605
24.0,40.4,35.9,16.3,1.0,2.2,12.3,31.1,1334,49.3,1444,18.6,24.1,1294,41.5,25.1,0.0,7.0,26781,9.1,2.5,0.0,31.1,0.0,56786,48,423,001606
8.7,34.8,24.3,11.3,2.1,0.0,20.9,27.7,1760,55.7,2252,30.4,23.3,1171,19.2,16.8,12.0,0.8,23756,9.1,1.2,0.0,26.7,0.1,67630,48,423,001607
15.3,52.2,41.0,12.3,2.5,1.9,39.6,39.6,739,57.3,1079,26.8,17.5,948,25.0,29.6,13.0,0.9,23520,13.0,3.9,0.0,38.8,0.0,52747,48,423,001608
8.3,28.6,15.4,17.0,4.7,8.8,14.2,13.4,1439,49.8,1844,16.0,25.2,774,45.5,23.4,4.4,5.4,25460,11.7,1.7,0.0,13.4,0.0,69688,48,423,001701
16.5,40.3,40.9,19.8,3.9,4.4,10.6,13.2,1405,53.8,1992,10.8,18.4,1108,47.3,30.8,25.8,4.1,25947,24.2,2.5,0.0,13.2,0.7,66384,48,423,001702
20.6,33.4,40.8,0.1,1.3,0.0,15.7,10.6,1606,54.6,2083,5.8,38.1,1318,2.4,13.7,1.7,12.2,42583,1.5,7.2,0.0,10.6,0.1,80611,48,423,001803
16.1,40.5,39.2,11.4,0.4,7.1,10.9,28.6,1170,44.0,1448,31.2,22.1,1353,21.2,34.6,21.6,1.4,30637,9.7,5.9,0.0,28.0,2.0,72074,48,423,001804
20.2,44.4,37.5,8.2,4.8,3.2,20.5,22.0,817,52.6,1161,20.6,14.2,-666666666,43.6,21.6,15.8,10.5,27747,4.6,8.1,0.0,22.0,0.0,66563,48,423,001805
19.0,36.9,41.5,7.0,3.6,0.4,17.0,9.8,1601,49.8,1967,10.5,28.8,1070,17.9,19.3,2.1,6.6,31107,6.7,4.3,0.0,9.8,0.0,70451,48,423,001806
13.1,24.9,26.8,6.4,2.1,0.0,15.5,14.2,1396,48.5,1635,19.8,61.2,1606,4.5,6.2,3.8,1.9,28192,2.0,1.9,0.0,11.2,0.0,72304,48,423,001807
16.1,37.7,33.4,1.5,5.7,2.8,8.2,7.7,2456,51.3,2884,17.1,14.3,1196,2.8,6.0,2.8,17.8,45006,0.7,3.9,0.0,7.7,0.0,108005,48,423,001906
29.8,44.3,39.9,3.6,0.6,5.2,7.9,25.8,1298,55.6,1536,8.2,40.1,1359,1.2,24.0,1.1,13.6,47928,0.3,3.8,0.0,21.8,0.0,82215,48,423,001909
8.7,29.3,12.7,0.4,2.3,0.0,11.8,34.1,1117,47.5,762,10.5,77.7,1101,0.2,28.0,0.0,5.1,33957,0.4,16.5,0.0,17.5,0.2,55848,48,423,001910
29.1,35.4,36.3,4.6,4.2,2.8,37.7,24.5,1489,54.5,1607,4.0,70.4,1392,0.4,22.8,5.3,4.9,45706,3.9,4.2,0.0,22.3,0.0,68112,48,423,001911
67.5,67.9,78.9,1.2,1.4,2.9,10.8,4.4,1200,46.8,1143,5.0,2.8,877,18.4,21.5,1.5,7.8,49879,0.0,4.7,0.0,2.7,0.0,80385,48,423,001912
22.3,42.9,36.0,0.2,2.1,1.4,11.6,3.9,1263,57.1,1574,14.3,8.9,1301,13.3,23.0,13.6,12.5,44652,4.4,0.2,0.0,3.9,0.0,81369,48,423,001913
14.2,40.3,27.4,4.4,0.6,5.6,21.8,29.2,1922,51.4,2139,13.8,23.3,1176,10.0,6.4,4.1,7.8,37434,1.0,0.6,0.0,24.5,0.0,72317,48,423,001914
13.1,30.0,29.8,3.2,1.1,2.3,14.3,3.9,2372,47.2,2515,10.4,17.7,1514,2.8,11.7,4.4,16.5,38082,2.8,0.9,0.0,3.4,0.3,99125,48,423,001915
21.8,38.4,30.8,2.0,5.7,4.1,17.5,11.9,2459,53.1,2794,3.9,29.6,1693,0.0,0.0,1.0,26.4,50389,3.6,0.2,0.0,8.3,0.0,97359,48,423,001916
36.4,53.8,48.2,3.2,0.0,4.9,1.8,12.5,815,63.5,981,8.3,36.4,1166,1.9,12.5,4.9,18.8,52753,0.4,0.9,0.0,11.8,1.5,65890,48,423,001917
7.7,30.1,18.0,3.7,6.2,1.6,21.1,33.4,1622,53.3,1635,19.1,79.0,1083,0.0,28.7,11.9,4.9,29556,4.5,12.1,0.0,32.6,0.1,50345,48,423,002003
