DP05_0024PE,DP05_0018E,DP03_0066PE,DP02_0061PE,DP03_0009PE,DP03_0033PE,DP03_0028PE,DP05_0070PE,DP04_0076E,DP05_0003PE,DP03_0010PE,DP03_0099PE,DP04_0047PE,DP04_0134E,DP04_0014PE,DP04_0003PE,DP03_0119PE,DP03_0061PE,DP03_0088E,DP02_0115PE,DP04_0058PE,DP05_0044PE,DP05_0038PE,DP05_0039PE,DP03_0062E,state,county,tract
10.9,34.8,30.7,6.7,7.6,3.7,6.6,28.9,1442,46.7,1755,11.4,14.8,1259,2.5,5.9,17.0,20.1,38802,7.4,0.0,0.0,25.7,0.0,120962,48,113,016415
7.0,35.3,21.3,6.6,13.2,0.0,21.3,48.8,983,47.0,1209,11.6,26.1,1908,12.9,9.1,5.4,5.7,29403,10.4,0.0,0.0,45.2,0.0,74488,48,113,016416
12.6,35.6,29.7,11.4,2.6,0.9,20.0,19.5,1663,48.9,2184,7.5,21.3,2015,0.0,6.0,4.4,7.2,34147,9.6,2.2,0.0,17.8,0.6,110307,48,113,016417
6.5,29.9,17.4,4.4,5.7,0.0,16.3,40.8,1854,53.4,2087,13.8,44.5,1816,0.0,0.0,0.0,9.4,36740,10.0,0.0,0.0,39.8,0.0,83104,48,113,016418
10.6,31.8,30.1,6.5,8.2,4.6,18.0,29.9,1372,57.7,1977,6.2,21.3,2085,0.0,3.0,9.8,9.7,27721,16.2,0.0,0.0,29.8,0.1,88542,48,113,016419
16.3,35.5,20.8,20.4,13.4,0.0,13.6,18.7,945,56.2,1460,29.4,19.8,1789,0.0,0.0,6.9,4.2,21895,24.5,0.0,0.0,18.1,0.2,81024,48,113,016420
11.7,30.6,28.5,14.2,16.5,0.0,19.1,13.4,1201,58.9,1550,28.5,41.9,1669,0.0,0.2,14.0,6.3,21701,19.3,2.1,0.0,10.5,2.8,60852,48,113,016421
15.4,34.5,33.1,5.4,8.1,0.0,21.5,56.2,1459,50.6,1878,21.0,20.2,1750,0.0,4.0,13.8,0.0,25133,9.7,2.7,0.0,52.2,0.0,74818,48,113,016511
18.4,43.7,38.5,2.5,4.3,0.3,9.0,38.5,1968,54.8,2867,13.1,8.3,2549,0.0,1.5,3.6,32.0,50628,4.1,1.5,0.0,37.0,0.2,149831,48,113,016513
22.2,35.1,35.3,15.0,14.0,0.0,19.1,24.3,1888,53.5,2109,21.9,39.1,1124,0.0,5.1,12.0,0.7,20603,20.7,8.0,0.0,23.8,0.0,42500,48,113,016516
12.8,36.4,37.0,9.0,6.7,0.0,29.6,37.8,1507,56.5,1835,21.5,46.3,1654,1.6,8.2,19.9,0.3,24798,14.6,7.5,0.0,37.8,0.9,71105,48,113,016517
10.6,32.7,21.7,8.7,12.3,0.0,25.2,33.8,1905,49.5,2230,26.2,56.0,1567,0.0,5.4,2.5,4.3,23002,11.4,4.7,0.0,33.0,0.0,57987,48,113,016518
17.4,37.7,37.9,5.1,1.7,0.9,16.5,13.1,733,47.9,973,26.7,17.3,1818,0.0,6.5,9.8,2.6,30216,10.7,4.6,0.0,11.7,3.5,100993,48,113,016519
4.6,22.3,9.1,8.3,7.1,0.0,14.7,43.0,2254,59.5,3434,9.3,68.8,1442,0.0,3.6,15.6,7.7,22420,8.5,4.8,0.0,36.1,1.1,55483,48,113,016521
13.2,34.2,20.2,1.1,3.2,1.2,5.5,32.5,2015,56.3,2285,24.2,51.3,2056,0.2,6.7,26.0,7.2,42312,5.5,2.5,0.0,30.7,0.0,77762,48,113,016522
16.8,47.2,40.7,6.0,1.8,0.5,13.2,34.7,1028,52.0,1235,7.0,13.9,1380,0.0,0.0,5.5,21.6,62313,4.0,1.9,0.0,21.9,0.0,112857,48,113,016524
15.6,41.2,28.5,3.2,2.5,0.0,9.7,50.9,828,49.7,927,7.7,15.3,2285,0.0,2.9,0.0,37.4,60906,12.1,0.0,0.0,49.9,0.3,134779,48,113,016525
7.8,22.2,24.9,2.8,5.0,0.0,20.3,62.7,1306,37.1,1219,15.9,57.0,2127,0.0,0.8,8.5,0.2,16394,9.6,1.4,0.0,62.7,1.6,51305,48,113,016526
13.6,41.6,16.3,4.0,0.5,1.6,11.4,32.9,1470,56.2,2255,18.7,8.9,2075,0.0,1.3,1.4,7.5,35295,20.0,0.4,0.0,26.4,0.1,121684,48,113,016527
10.4,35.1,20.9,6.4,10.0,0.0,9.2,65.3,1711,47.9,1701,11.0,30.7,1631,4.9,2.9,1.4,3.4,31145,5.0,9.1,0.0,63.1,1.4,74523,48,113,016528
15.3,37.6,18.5,10.2,11.2,1.5,12.9,40.9,1175,60.2,1564,12.4,17.2,2262,4.3,0.0,15.1,7.2,35166,11.6,5.5,0.0,38.8,0.0,94469,48,113,016529
16.6,41.8,28.5,6.1,9.3,0.0,6.1,47.4,1280,57.5,1530,19.2,29.4,1776,0.0,2.4,10.0,3.3,36231,12.5,4.7,0.0,41.3,1.1,69821,48,113,016530
13.3,30.1,34.0,15.5,2.2,0.0,17.8,36.4,1046,56.5,1460,19.0,49.4,1685,4.4,12.1,1.2,7.0,28980,9.5,8.2,0.0,28.3,0.0,79710,48,113,016531
15.9,43.6,37.5,8.1,6.1,0.0,26.8,24.6,696,50.1,892,12.8,13.4,1810,0.0,7.8,10.8,5.3,36918,30.6,4.6,0.0,20.9,0.0,67300,48,113,016532
15.0,38.5,30.5,14.1,18.3,0.0,7.0,32.2,1055,47.2,1333,32.7,53.6,1448,12.5,5.5,13.1,9.1,37535,15.2,15.4,0.0,32.2,0.0,97705,48,113,016533
1.4,26.4,9.1,14.4,5.2,0.0,11.3,21.1,937,53.4,1448,13.3,46.5,1178,0.0,16.5,29.0,8.1,20609,29.1,7.2,0.0,21.1,0.0,58071,48,113,016534
29.5,50.2,43.2,9.4,4.4,0.0,25.2,33.6,1329,56.2,1352,21.0,42.9,1241,0.0,11.9,4.6,8.6,35298,5.4,5.0,0.0,30.7,0.0,70022,48,113,016535
10.7,37.7,18.1,21.0,6.8,1.2,21.3,15.2,695,49.4,876,32.9,22.9,1243,0.0,5.7,14.4,1.7,17791,22.5,0.9,0.0,10.3,0.0,56387,48,113,016536
8.4,30.9,13.3,11.4,10.7,0.0,22.0,83.0,1794,62.7,1729,26.5,100.0,1153,0.0,14.4,42.3,0.0,17952,1.3,24.0,0.0,78.7,0.4,27913,48,113,016607
14.1,45.2,23.4,4.0,5.2,0.0,19.6,86.3,1734,59.3,1695,10.8,52.9,1320,0.0,12.2,9.7,3.0,31907,4.1,6.6,0.0,80.1,0.0,45917,48,113,016610
9.1,33.5,24.7,6.5,11.6,0.0,13.0,71.0,1374,46.5,1624,12.9,32.5,1817,0.0,1.3,5.3,3.3,28618,4.1,1.7,0.0,64.4,0.5,73833,48,113,016615
7.8,31.9,20.9,7.4,7.1,1.1,8.5,53.8,1901,55.2,2436,14.2,18.9,2132,1.6,3.7,5.7,6.2,32331,11.9,2.1,0.0,50.9,0.1,89059,48,113,016616
22.6,51.8,41.8,4.9,10.4,0.2,8.8,72.2,1689,50.9,2272,8.4,14.4,2285,1.9,4.7,9.2,23.8,47792,1.3,1.6,0.0,69.1,0.0,122218,48,113,016617
14.0,39.8,31.8,9.2,1.7,0.0,17.0,67.2,1911,52.3,2018,14.0,29.5,1476,0.0,4.1,5.0,11.7,38599,6.0,6.8,0.0,61.8,0.0,69066,48,113,016618
19.3,36.8,32.4,5.3,8.4,0.0,20.9,54.8,1463,61.6,1539,18.4,57.7,1396,0.0,5.7,7.8,3.6,28719,4.8,3.1,0.0,49.4,0.0,41875,48,113,016619
13.9,43.5,28.3,9.8,3.6,0.0,21.3,56.9,2165,57.0,2681,12.6,15.7,2133,2.3,1.5,2.1,4.8,38231,14.3,2.4,0.0,55.0,0.2,92950,48,113,016620
8.0,37.1,15.4,10.7,4.4,0.0,11.1,53.6,2407,52.4,2567,26.0,15.7,2047,33.4,2.7,6.7,11.6,44534,19.1,0.0,0.0,52.7,3.5,79337,48,113,016621
8.8,34.9,19.3,5.1,2.6,0.0,10.8,58.7,1357,47.2,1611,13.6,29.5,1795,1.3,0.9,9.5,6.6,26776,6.1,15.7,0.0,58.1,0.0,66250,48,113,016622
5.8,33.2,21.0,4.2,3.4,0.6,12.2,59.3,2789,49.9,3703,12.6,10.4,1906,11.1,3.6,11.7,12.1,36687,6.1,0.0,0.0,55.2,0.0,100607,48,113,016623
6.7,35.8,19.7,7.4,15.1,0.4,21.6,76.1,1221,52.1,1644,12.3,31.5,2148,0.0,1.8,7.3,10.1,40905,3.0,1.3,0.0,76.1,0.4,104469,48,113,016624
7.3,31.4,16.0,6.2,10.6,0.0,13.1,63.4,1625,47.4,1629,25.3,53.4,1712,0.6,5.4,8.7,11.9,36031,13.3,6.1,0.2,61.2,0.2,65106,48,113,016626
5.6,36.9,17.4,14.4,12.3,0.0,23.7,64.9,649,46.1,1094,9.0,8.0,2594,0.0,6.8,0.0,5.7,27398,14.3,0.0,0.0,64.9,0.0,99107,48,113,016627
14.7,42.4,23.1,9.0,13.8,1.2,11.3,81.4,2058,54.0,2252,17.2,45.5,1985,0.0,0.0,0.5,5.4,39647,1.0,0.0,0.0,72.1,0.0,75588,48,113,016628
9.4,31.8,20.9,2.9,2.5,0.0,10.2,44.2,848,58.3,1209,10.6,36.1,1377,0.0,5.9,5.9,12.9,31053,18.1,0.8,0.0,43.1,0.0,76111,48,113,016629
8.1,34.2,21.8,3.3,2.3,0.0,17.9,72.0,1955,52.2,2113,12.2,36.6,1907,0.0,7.2,11.3,15.2,44645,12.1,0.8,0.0,69.7,0.0,114111,48,113,016630
13.0,42.4,36.4,3.9,9.8,0.7,7.1,87.5,1784,44.9,2182,8.5,5.2,2456,0.0,8.8,1.3,11.3,43338,1.0,1.6,0.0,84.5,0.0,117302,48,113,016631
17.1,40.9,46.2,0.5,17.3,2.6,5.1,58.4,1142,57.2,1926,13.7,26.0,1776,0.0,0.8,9.1,8.1,39056,4.6,0.2,0.0,58.4,0.0,95651,48,113,016632
8.3,42.9,15.7,2.5,3.6,0.0,5.2,85.5,2331,54.1,2971,7.1,3.8,3070,0.0,0.0,1.6,10.0,44499,1.8,0.0,0.0,81.8,0.0,105739,48,113,016633
10.7,32.1,33.3,19.2,4.4,0.0,16.2,16.7,1362,52.2,1609,22.5,37.4,1466,0.0,4.6,5.4,9.9,24695,18.9,16.4,0.0,14.8,3.6,73287,48,113,016634
19.1,33.0,39.9,12.2,6.2,0.0,12.5,93.4,1508,61.7,1755,12.7,100.0,1257,0.0,13.1,55.7,0.8,17490,1.8,20.9,0.0,91.6,0.0,22881,48,113,016635
14.5,44.6,21.1,16.8,2.3,0.0,14.9,38.1,1056,53.9,1176,30.7,31.9,1644,0.0,6.0,2.0,6.1,38739,10.7,0.6,0.0,38.1,0.0,76822,48,113,016636
15.7,32.6,24.5,7.3,8.7,0.0,24.8,56.5,1075,47.7,1187,17.3,21.4,2235,0.0,0.0,11.9,15.0,36833,16.3,0.0,0.0,56.5,5.2,85224,48,113,016637
18.9,46.6,9.9,5.4,0.0,0.0,18.0,54.7,838,43.6,795,13.4,73.3,1317,0.0,16.1,10.9,0.7,32649,7.3,5.8,0.0,52.4,0.0,72976,48,113,016638
16.4,41.6,39.2,7.3,2.1,0.0,8.9,57.9,1619,58.2,1969,19.3,20.6,1843,0.0,2.6,12.2,4.0,31364,7.2,8.8,0.0,54.4,0.0,69079,48,113,016704
17.4,45.7,42.6,20.4,9.8,0.0,15.0,61.5,928,48.6,956,28.3,31.6,1225,0.0,3.0,27.0,3.8,25921,9.1,3.8,0.0,57.8,0.4,43917,48,113,016706
9.7,30.5,15.7,4.0,7.2,0.0,10.2,86.7,1990,48.8,1789,10.8,37.5,1726,0.0,0.0,6.3,0.7,27832,4.3,2.7,0.0,86.7,0.0,57947,48,113,016707
7.0,38.6,21.2,4.1,3.5,0.7,4.3,90.2,1932,57.8,2509,7.6,2.3,-666666666,2.6,0.0,0.0,7.6,37707,5.2,4.5,0.0,89.8,0.0,117539,48,113,016708
12.3,33.9,27.3,17.5,7.1,0.0,7.4,38.0,1383,52.3,1594,31.4,57.3,1183,4.8,3.5,8.7,1.3,28869,17.3,9.4,0.0,38.0,0.0,46259,48,113,016709
12.3,30.4,36.4,7.9,2.5,2.9,26.0,59.5,1631,54.6,2278,27.9,24.9,1211,1.1,2.7,23.9,3.7,20140,12.9,11.9,0.0,57.6,0.0,61894,48,113,016710
13.9,35.9,32.2,6.4,6.3,0.0,29.6,60.8,729,57.7,1092,24.7,25.8,1171,4.5,5.4,5.4,7.5,25366,11.7,4.1,0.0,60.8,0.0,58648,48,113,016711
8.1,38.1,18.9,8.1,5.5,0.0,11.0,58.8,1968,52.7,2137,21.1,8.0,1927,9.7,4.0,13.0,9.0,37719,4.6,0.0,0.0,56.9,0.0,86023,48,113,016802
12.8,34.7,20.1,6.2,8.4,0.0,18.1,53.8,2270,51.9,2528,16.1,54.4,1488,0.0,6.0,11.8,1.7,28688,9.5,3.7,0.0,50.6,0.0,53025,48,113,016803
7.3,27.7,12.0,6.4,7.7,0.0,9.0,88.4,1597,61.2,1833,8.9,59.9,1634,0.0,12.8,5.6,3.4,32089,4.7,7.5,0.0,86.6,1.1,95306,48,113,016805
7.3,36.9,18.0,4.3,10.3,0.0,16.9,69.0,1778,56.3,2715,10.8,34.6,2341,0.0,4.0,13.9,11.4,27512,9.8,3.8,0.0,64.4,0.0,70357,48,113,016806
5.5,30.7,20.8,21.7,2.4,0.0,23.5,36.9,1415,35.5,1648,26.7,50.0,1370,27.5,2.3,29.4,0.4,14656,23.7,5.9,0.2,36.0,1.9,45250,48,113,016902
14.9,33.4,26.5,18.7,8.2,0.0,15.4,26.7,2486,54.1,3297,27.5,36.5,1354,42.2,3.9,18.9,6.0,24865,16.7,2.8,0.0,26.6,0.0,58558,48,113,016903
5.4,30.0,18.3,14.0,7.2,0.0,17.4,17.9,1407,48.1,1717,32.9,31.1,1290,34.3,7.7,16.5,3.3,22382,21.9,8.7,0.0,17.1,0.2,70232,48,113,017005
11.3,38.5,33.9,18.7,7.9,0.0,12.5,8.8,1196,33.1,1338,24.1,14.9,1058,19.6,26.0,11.0,7.9,20124,9.3,5.9,0.0,8.3,0.9,59703,48,113,017006
7.3,25.7,25.7,4.7,8.3,1.9,18.2,7.7,1571,48.4,1727,27.7,26.9,760,28.7,0.0,6.4,7.4,21411,28.4,1.7,0.0,7.7,1.2,56422,48,113,017007
14.5,39.8,30.8,15.7,3.4,0.0,12.7,40.7,2427,48.4,2607,27.2,3.9,1196,4.0,5.5,8.6,3.2,33067,20.8,4.0,0.0,34.4,0.2,87670,48,113,017008
3.0,25.6,12.3,18.3,0.0,0.0,21.2,4.0,1390,48.8,1828,37.6,28.2,1257,82.7,5.5,12.7,1.3,16424,40.0,2.6,0.0,3.7,0.0,48302,48,113,017009
4.9,26.9,16.6,13.3,6.7,0.6,20.5,18.5,1748,52.0,2176,35.9,26.9,1363,42.3,3.1,18.2,2.7,23546,25.4,2.7,0.0,17.7,2.2,73907,48,113,017010
8.5,31.0,17.9,15.5,4.1,0.0,15.8,10.4,2000,48.6,2407,31.2,27.8,1542,19.0,4.0,10.3,1.1,18310,28.1,0.8,0.0,9.8,0.0,50473,48,113,017101
6.0,27.5,16.5,13.1,2.6,0.4,19.8,20.4,1961,46.5,2344,27.6,34.6,1045,22.8,1.5,21.2,3.2,25518,25.1,8.4,0.0,20.3,0.0,60017,48,113,017102
8.6,32.2,23.4,28.0,5.8,0.0,33.9,18.4,1983,49.6,2177,42.9,50.4,1100,21.2,10.6,7.9,1.6,21698,32.7,12.8,0.0,18.4,5.4,50350,48,113,017201
12.4,35.7,32.0,9.6,7.6,0.0,11.1,46.5,1909,57.0,2547,27.2,53.7,1337,1.2,11.0,6.7,2.0,27746,20.1,3.7,0.0,43.7,0.0,71843,48,113,017203
11.0,32.1,26.5,18.5,11.8,0.6,17.5,39.5,1406,40.1,1653,34.5,22.9,1252,1.9,11.6,5.2,9.2,24734,18.2,0.0,0.0,39.1,0.0,72437,48,113,017204
9.1,32.5,36.4,3.8,4.0,0.0,14.4,50.7,1185,52.8,1638,11.4,11.2,2635,0.0,3.1,10.8,13.0,31102,9.1,7.0,0.0,49.5,0.0,101417,48,113,017307
11.0,33.5,34.6,8.2,1.1,0.0,19.3,45.3,1416,54.6,1964,11.0,15.6,-666666666,0.0,0.0,14.0,16.2,36315,9.7,0.0,0.0,37.4,0.8,107826,48,113,017308
2.6,32.1,22.3,0.5,0.8,0.0,20.4,64.7,876,53.0,1144,16.3,23.1,2588,0.0,21.7,5.5,2.1,25987,6.6,0.0,0.0,58.2,0.0,76023,48,113,017309
11.8,32.0,33.5,5.9,3.2,0.0,8.5,38.8,1158,52.5,1352,15.6,11.1,1894,0.0,0.0,13.5,14.2,45807,6.9,5.4,0.0,35.2,0.1,118372,48,113,017310
14.3,33.0,43.1,11.4,4.9,0.0,34.2,29.6,1040,57.3,1371,34.7,15.2,1791,0.0,14.6,16.2,4.7,25560,11.0,2.7,0.0,27.5,0.6,55368,48,113,017311
15.6,33.3,27.4,6.8,0.4,0.6,15.1,20.9,1404,50.9,1717,27.2,10.1,1708,0.0,4.6,4.2,2.9,32631,8.9,5.6,0.0,20.4,0.0,98111,48,113,017312
4.1,31.4,14.5,6.1,6.2,0.0,8.9,44.9,1088,54.1,1481,8.9,4.8,-666666666,7.8,0.5,0.0,3.9,32792,15.9,0.0,0.0,43.6,0.0,120478,48,113,017313
9.8,31.1,19.2,12.4,3.0,0.6,27.3,33.8,2578,55.2,3589,19.5,15.9,-666666666,15.7,0.8,7.2,1.2,26722,20.7,7.0,0.0,26.7,3.2,76667,48,113,017314
10.4,33.8,19.3,12.1,10.4,0.4,20.1,48.4,2183,46.1,2553,21.0,20.0,1646,0.0,9.4,4.8,5.4,29803,11.2,0.0,0.0,39.8,1.3,93240,48,113,017315
15.3,38.2,26.7,6.9,5.9,0.8,18.2,22.0,1802,53.7,2484,22.1,21.8,1780,0.0,4.9,10.2,1.7,27409,12.4,1.9,0.0,20.0,0.0,74032,48,113,017400
12.2,42.5,32.3,9.5,6.1,0.0,18.7,13.7,1297,55.5,1632,16.1,14.1,2150,0.0,9.2,8.7,9.6,45965,17.6,2.9,0.0,11.8,0.2,107632,48,113,017500
11.5,38.9,20.7,11.4,4.5,1.6,12.6,14.3,1259,55.1,1683,31.5,12.9,1646,4.5,2.4,13.4,0.0,25624,20.7,3.3,0.0,14.3,0.0,76137,48,113,017602
7.3,30.4,21.5,14.7,2.8,0.0,18.9,7.4,1056,54.7,1301,38.2,36.5,1427,0.0,2.5,9.2,1.4,22426,24.8,0.8,0.0,7.4,0.2,54097,48,113,017604
7.0,31.6,17.9,7.8,1.5,0.0,21.9,40.6,1153,51.3,1523,28.1,30.7,1728,0.0,1.6,9.7,8.7,23552,20.6,1.2,0.0,39.5,0.0,61042,48,113,017605
8.7,28.6,20.1,22.2,6.2,0.0,16.6,16.8,1477,41.5,1588,40.1,46.0,1547,0.0,3.7,18.9,5.5,26727,22.4,3.5,0.0,13.9,3.2,58487,48,113,017606
5.3,30.4,15.2,18.4,6.1,0.0,26.2,30.1,1916,53.2,2381,29.8,62.7,1402,0.0,3.1,20.8,0.0,21000,26.0,0.0,0.0,29.8,0.0,48135,48,113,017703
9.7,33.2,17.9,19.3,2.5,0.0,30.0,26.7,2240,55.6,2989,30.9,45.3,1321,0.0,3.5,11.3,2.8,23259,21.0,2.8,0.0,21.4,0.0,66287,48,113,017704
16.4,41.2,31.5,5.9,9.9,3.0,24.1,41.8,1464,52.5,1709,22.7,57.5,1126,0.0,2.3,28.1,3.5,24955,16.5,10.9,0.0,39.4,0.0,49394,48,113,017705
14.3,37.0,23.1,7.6,3.4,0.0,14.1,21.3,1703,57.3,2170,16.0,3.8,2316,0.0,1.0,7.0,6.6,35554,13.5,0.0,0.0,12.2,0.8,93750,48,113,017706
9.0,32.8,31.5,4.5,3.8,0.0,18.2,37.6,2132,52.1,2392,28.6,48.7,1320,0.0,1.4,15.7,1.2,28558,22.4,9.9,0.0,35.0,9.9,59888,48,113,017805
7.8,31.3,16.5,15.7,1.5,0.0,17.2,10.5,1553,46.8,1647,34.9,46.7,1084,1.9,9.8,14.1,2.4,22553,37.5,10.4,0.0,9.2,2.1,61834,48,113,017806
25.9,43.9,35.9,10.6,5.7,2.6,11.4,15.4,1653,49.2,1818,12.6,35.5,1390,2.0,8.9,11.1,3.8,34311,16.0,4.8,0.0,13.2,0.2,83180,48,113,017808
21.3,38.7,26.8,4.9,1.9,1.0,11.9,18.4,1765,48.5,2210,6.5,12.0,1658,0.0,4.4,11.5,15.8,39673,9.0,2.3,0.0,18.1,0.2,100750,48,113,017811
19.4,46.2,34.0,5.7,5.0,0.0,22.1,21.7,824,47.6,869,18.5,28.9,1649,0.0,4.6,2.4,7.2,37015,8.5,0.8,0.0,20.6,0.4,78079,48,113,017812
17.3,38.0,31.1,9.6,4.3,0.0,19.0,18.6,1716,49.6,1941,17.8,38.8,1714,0.0,8.3,6.3,4.7,34531,9.7,8.2,0.0,18.0,3.5,88207,48,113,017814
18.2,31.0,18.1,8.6,2.9,0.0,14.9,19.9,1217,46.8,1375,10.6,51.8,1557,0.0,10.8,10.1,12.1,36363,10.8,8.7,0.0,18.6,0.5,67978,48,113,017815
3.7,20.2,9.9,11.3,2.5,0.8,8.3,6.0,1531,50.0,1592,33.9,48.5,1278,0.0,8.4,17.6,7.7,23333,25.6,7.2,0.0,4.8,0.0,71806,48,113,017816
7.0,31.5,16.2,3.2,5.1,0.0,14.0,32.8,1381,59.5,1341,16.2,92.8,1347,0.0,5.5,6.8,1.2,29767,2.6,3.3,0.0,29.9,0.0,54647,48,113,017817
21.8,40.7,35.2,11.0,18.6,0.0,26.3,32.5,1343,60.9,1502,16.8,53.2,1321,0.0,6.4,18.4,0.0,28931,22.0,5.6,0.0,31.7,0.0,63573,48,113,017818
4.4,29.2,8.5,9.0,10.8,0.0,14.9,77.8,1090,44.8,635,10.1,100.0,1264,0.0,22.6,16.0,0.0,29773,4.1,14.1,0.0,62.0,0.0,41326,48,113,017819
7.3,39.0,27.0,12.8,0.0,0.7,14.1,25.1,1403,50.8,1715,13.4,19.6,1789,4.3,2.4,5.1,0.0,33643,16.9,1.9,0.0,21.2,0.0,89766,48,113,017820
8.3,26.9,25.5,17.7,7.1,0.4,25.0,11.0,1477,46.4,1779,20.5,30.3,1679,0.0,8.1,8.2,0.0,18085,22.0,2.7,0.0,10.7,0.7,57865,48,113,017900
20.5,34.5,35.3,14.6,2.4,0.0,19.4,13.8,2375,49.6,2595,21.9,31.2,1328,0.0,8.6,6.2,6.3,23649,14.8,3.9,0.0,13.8,0.3,51121,48,113,018001
8.1,29.9,25.7,9.2,6.9,0.0,8.8,29.6,1091,59.0,1641,35.9,33.4,1345,0.3,12.5,4.8,0.0,24676,17.6,4.7,0.0,28.3,0.4,75446,48,113,018002
8.9,32.6,19.9,17.6,5.4,0.0,20.3,7.9,1676,47.6,2400,37.4,33.9,1710,2.9,8.0,10.6,6.4,27545,34.9,0.7,0.0,7.1,0.4,71157,48,113,018105
29.7,52.5,49.0,7.1,4.1,0.0,12.9,6.7,1961,54.0,2545,15.3,22.8,1906,0.0,7.2,3.8,20.3,44804,13.6,15.1,0.0,6.2,0.0,92432,48,113,018110
4.7,25.5,15.6,10.5,9.4,0.0,21.9,31.5,2039,48.0,2261,33.0,41.5,1640,0.0,1.3,22.8,0.7,19686,22.7,0.0,0.0,28.6,0.0,63202,48,113,018111
9.1,38.8,23.4,7.3,6.7,0.0,14.9,31.4,1576,49.7,1998,25.0,15.0,2228,0.0,3.8,4.7,9.1,32304,28.0,0.7,0.0,30.5,0.0,102031,48,113,018120
10.3,34.6,23.9,3.0,2.2,0.5,16.6,25.1,1573,53.4,1976,17.6,29.0,1373,0.0,4.0,9.7,11.1,29885,25.0,2.0,0.0,15.4,0.0,66165,48,113,018121
12.0,39.0,22.1,1.1,10.1,0.0,11.8,18.7,2298,44.9,2253,19.6,21.0,1685,0.0,0.0,3.6,5.1,36281,20.3,4.3,0.0,17.5,2.2,95820,48,113,018126
8.0,31.9,25.6,5.7,7.6,0.7,20.7,20.9,871,47.5,1085,35.6,31.0,1634,0.0,3.9,6.1,1.0,24708,20.3,3.0,0.1,19.5,0.5,76655,48,113,018127
6.9,30.0,12.8,8.0,8.1,0.9,14.4,31.7,2020,49.7,2239,26.3,58.1,1661,0.0,4.6,1.7,1.6,29228,10.9,8.1,0.0,29.3,2.4,71646,48,113,018128
22.2,42.6,37.4,13.6,2.9,1.0,11.9,17.9,1811,43.2,1572,26.7,52.6,1505,0.0,8.8,12.9,4.0,35148,7.3,12.4,0.0,16.6,1.1,51855,48,113,018129
12.0,33.9,20.1,5.1,11.9,0.0,24.6,62.6,1894,52.8,1683,13.6,78.5,1376,2.0,8.6,24.9,0.0,25330,5.8,4.0,0.0,59.9,0.0,40109,48,113,018130
18.0,43.2,29.4,5.5,4.7,0.0,21.5,14.8,1991,51.4,2727,26.5,13.4,1667,0.0,0.0,5.8,9.7,32589,20.3,0.0,0.0,12.7,0.4,86607,48,113,018132
14.1,35.0,20.8,2.6,6.3,1.2,11.7,27.1,1464,55.2,1700,10.0,42.1,1500,0.5,3.2,3.2,5.3,42302,3.9,8.7,1.0,21.5,2.4,89961,48,113,018133
18.1,42.3,30.9,3.2,4.6,0.9,7.3,22.8,1931,51.8,2163,14.8,4.7,1732,6.4,4.4,5.9,14.3,45383,6.7,0.7,0.0,21.2,0.0,93964,48,113,018134
6.3,31.7,13.8,1.8,3.4,0.5,10.1,16.4,2021,54.5,2162,13.9,39.8,1936,0.0,2.1,10.6,13.4,47450,3.6,0.6,0.0,14.9,0.0,97336,48,113,018135
13.1,38.3,24.9,2.7,3.6,0.5,15.5,19.0,1427,59.4,1901,10.1,36.5,1281,0.0,14.1,6.8,8.7,33408,11.7,6.6,0.0,18.5,0.3,72788,48,113,018137
10.8,34.8,14.4,6.7,8.4,2.1,14.0,46.4,2055,49.7,2030,20.4,79.4,1432,0.0,9.8,15.9,2.0,30021,5.4,11.1,0.0,44.1,0.0,66426,48,113,018138
13.0,38.8,25.7,3.9,4.5,0.4,16.1,29.0,2006,50.0,2368,10.3,24.9,1531,0.0,0.0,2.3,11.5,38028,11.1,2.7,0.0,27.8,0.1,96985,48,113,018140
4.9,28.9,8.5,10.8,1.1,0.1,18.6,32.4,1694,37.9,1170,25.1,81.7,1272,0.0,18.9,10.2,0.0,27463,6.6,9.4,0.0,31.5,0.0,47414,48,113,018141
11.4,34.2,24.4,5.1,4.6,0.0,10.7,16.5,1239,45.1,1612,25.9,18.2,1901,0.0,3.9,4.9,7.6,31770,17.0,0.5,0.0,12.6,1.0,102563,48,113,018142
8.6,35.9,14.7,1.8,2.3,0.3,5.7,21.9,2306,40.7,2342,2.8,28.3,1617,1.3,7.4,0.0,28.9,56383,2.5,3.3,0.0,18.2,0.5,148958,48,113,018143
4.6,31.7,15.2,0.6,0.0,0.2,6.6,44.7,1248,50.8,1950,5.1,27.6,2668,1.4,0.9,3.2,14.7,40489,2.9,3.1,0.0,37.1,0.0,149022,48,113,018144
15.9,45.5,29.7,0.8,1.7,0.0,8.2,18.6,1767,45.9,2060,20.0,15.4,2438,0.5,3.3,5.2,26.0,51263,4.2,0.0,0.0,13.8,0.0,133620,48,113,018145
23.7,50.8,38.0,3.0,1.7,0.0,10.9,16.1,1135,50.5,1341,2.9,2.6,-666666666,0.0,1.6,0.9,17.5,53872,4.5,0.0,0.0,16.1,0.0,136199,48,113,018146
14.6,37.5,25.3,14.2,5.5,0.0,26.3,15.5,1536,59.9,2391,32.7,5.5,2706,0.0,0.0,11.9,5.9,32550,6.2,2.0,0.0,15.5,0.0,114020,48,113,018147
